pin,slack
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/un1_mac_mii_tx_en_1[0]:C,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/un1_mac_mii_tx_en_1[0]:Y,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_26/FF_30:EN,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_26/FF_30:IPENn,
CommsFPGA_top_0/MDIO_SLAVE_INST/register_bus_out_20_18_4_0_wmux[14]_CC_0:CC[0],
CommsFPGA_top_0/MDIO_SLAVE_INST/register_bus_out_20_18_4_0_wmux[14]_CC_0:CC[1],
CommsFPGA_top_0/MDIO_SLAVE_INST/register_bus_out_20_18_4_0_wmux[14]_CC_0:CC[2],
CommsFPGA_top_0/MDIO_SLAVE_INST/register_bus_out_20_18_4_0_wmux[14]_CC_0:CC[3],
CommsFPGA_top_0/MDIO_SLAVE_INST/register_bus_out_20_18_4_0_wmux[14]_CC_0:CC[4],
CommsFPGA_top_0/MDIO_SLAVE_INST/register_bus_out_20_18_4_0_wmux[14]_CC_0:CI,
CommsFPGA_top_0/MDIO_SLAVE_INST/register_bus_out_20_18_4_0_wmux[14]_CC_0:P[0],
CommsFPGA_top_0/MDIO_SLAVE_INST/register_bus_out_20_18_4_0_wmux[14]_CC_0:P[10],
CommsFPGA_top_0/MDIO_SLAVE_INST/register_bus_out_20_18_4_0_wmux[14]_CC_0:P[11],
CommsFPGA_top_0/MDIO_SLAVE_INST/register_bus_out_20_18_4_0_wmux[14]_CC_0:P[1],
CommsFPGA_top_0/MDIO_SLAVE_INST/register_bus_out_20_18_4_0_wmux[14]_CC_0:P[2],
CommsFPGA_top_0/MDIO_SLAVE_INST/register_bus_out_20_18_4_0_wmux[14]_CC_0:P[3],
CommsFPGA_top_0/MDIO_SLAVE_INST/register_bus_out_20_18_4_0_wmux[14]_CC_0:P[4],
CommsFPGA_top_0/MDIO_SLAVE_INST/register_bus_out_20_18_4_0_wmux[14]_CC_0:P[5],
CommsFPGA_top_0/MDIO_SLAVE_INST/register_bus_out_20_18_4_0_wmux[14]_CC_0:P[6],
CommsFPGA_top_0/MDIO_SLAVE_INST/register_bus_out_20_18_4_0_wmux[14]_CC_0:P[7],
CommsFPGA_top_0/MDIO_SLAVE_INST/register_bus_out_20_18_4_0_wmux[14]_CC_0:P[8],
CommsFPGA_top_0/MDIO_SLAVE_INST/register_bus_out_20_18_4_0_wmux[14]_CC_0:P[9],
CommsFPGA_top_0/MDIO_SLAVE_INST/register_bus_out_20_18_4_0_wmux[14]_CC_0:UB[0],
CommsFPGA_top_0/MDIO_SLAVE_INST/register_bus_out_20_18_4_0_wmux[14]_CC_0:UB[10],
CommsFPGA_top_0/MDIO_SLAVE_INST/register_bus_out_20_18_4_0_wmux[14]_CC_0:UB[11],
CommsFPGA_top_0/MDIO_SLAVE_INST/register_bus_out_20_18_4_0_wmux[14]_CC_0:UB[1],
CommsFPGA_top_0/MDIO_SLAVE_INST/register_bus_out_20_18_4_0_wmux[14]_CC_0:UB[2],
CommsFPGA_top_0/MDIO_SLAVE_INST/register_bus_out_20_18_4_0_wmux[14]_CC_0:UB[3],
CommsFPGA_top_0/MDIO_SLAVE_INST/register_bus_out_20_18_4_0_wmux[14]_CC_0:UB[4],
CommsFPGA_top_0/MDIO_SLAVE_INST/register_bus_out_20_18_4_0_wmux[14]_CC_0:UB[5],
CommsFPGA_top_0/MDIO_SLAVE_INST/register_bus_out_20_18_4_0_wmux[14]_CC_0:UB[6],
CommsFPGA_top_0/MDIO_SLAVE_INST/register_bus_out_20_18_4_0_wmux[14]_CC_0:UB[7],
CommsFPGA_top_0/MDIO_SLAVE_INST/register_bus_out_20_18_4_0_wmux[14]_CC_0:UB[8],
CommsFPGA_top_0/MDIO_SLAVE_INST/register_bus_out_20_18_4_0_wmux[14]_CC_0:UB[9],
CommsFPGA_top_0/MDIO_SLAVE_INST/md_put_reg_data_in_RNIIL932_0:A,
CommsFPGA_top_0/MDIO_SLAVE_INST/md_put_reg_data_in_RNIIL932_0:B,
CommsFPGA_top_0/MDIO_SLAVE_INST/md_put_reg_data_in_RNIIL932_0:C,
CommsFPGA_top_0/MDIO_SLAVE_INST/md_put_reg_data_in_RNIIL932_0:D,
CommsFPGA_top_0/MDIO_SLAVE_INST/md_put_reg_data_in_RNIIL932_0:Y,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_6/CFG_13:B,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_6/CFG_13:C,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_6/CFG_13:IPB,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_6/CFG_13:IPC,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_21/FF_23:EN,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_35/FF_12:EN,
CommsFPGA_top_0/MDIO_SLAVE_INST/md_transfer_cnt_reset_8_0_1:A,
CommsFPGA_top_0/MDIO_SLAVE_INST/md_transfer_cnt_reset_8_0_1:B,
CommsFPGA_top_0/MDIO_SLAVE_INST/md_transfer_cnt_reset_8_0_1:C,
CommsFPGA_top_0/MDIO_SLAVE_INST/md_transfer_cnt_reset_8_0_1:D,
CommsFPGA_top_0/MDIO_SLAVE_INST/md_transfer_cnt_reset_8_0_1:Y,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/Wr_corefifo_doubleSync/sync_int[4]:ADn,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/Wr_corefifo_doubleSync/sync_int[4]:ALn,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/Wr_corefifo_doubleSync/sync_int[4]:CLK,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/Wr_corefifo_doubleSync/sync_int[4]:D,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/Wr_corefifo_doubleSync/sync_int[4]:EN,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/Wr_corefifo_doubleSync/sync_int[4]:LAT,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/Wr_corefifo_doubleSync/sync_int[4]:Q,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/Wr_corefifo_doubleSync/sync_int[4]:SD,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/Wr_corefifo_doubleSync/sync_int[4]:SLn,
ident_coreinst/IICE_INST/b3_SoW/genblk9_b3_PfG[19]:ADn,
ident_coreinst/IICE_INST/b3_SoW/genblk9_b3_PfG[19]:ALn,
ident_coreinst/IICE_INST/b3_SoW/genblk9_b3_PfG[19]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk9_b3_PfG[19]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk9_b3_PfG[19]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk9_b3_PfG[19]:LAT,
ident_coreinst/IICE_INST/b3_SoW/genblk9_b3_PfG[19]:Q,
ident_coreinst/IICE_INST/b3_SoW/genblk9_b3_PfG[19]:SD,
ident_coreinst/IICE_INST/b3_SoW/genblk9_b3_PfG[19]:SLn,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_34/FF_11:EN,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_34/FF_11:IPENn,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2_b5_oRB_C[75]:ADn,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2_b5_oRB_C[75]:ALn,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2_b5_oRB_C[75]:CLK,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2_b5_oRB_C[75]:D,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2_b5_oRB_C[75]:EN,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2_b5_oRB_C[75]:LAT,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2_b5_oRB_C[75]:Q,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2_b5_oRB_C[75]:SD,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2_b5_oRB_C[75]:SLn,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_16/CFG_26:B,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_16/CFG_26:C,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_16/CFG_26:IPB,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_16/CFG_26:IPC,
ident_coreinst/IICE_INST/b4_PfFz/b5_PbrtL/b6_OKctIF[108]:ADn,
ident_coreinst/IICE_INST/b4_PfFz/b5_PbrtL/b6_OKctIF[108]:ALn,
ident_coreinst/IICE_INST/b4_PfFz/b5_PbrtL/b6_OKctIF[108]:CLK,
ident_coreinst/IICE_INST/b4_PfFz/b5_PbrtL/b6_OKctIF[108]:D,
ident_coreinst/IICE_INST/b4_PfFz/b5_PbrtL/b6_OKctIF[108]:EN,
ident_coreinst/IICE_INST/b4_PfFz/b5_PbrtL/b6_OKctIF[108]:LAT,
ident_coreinst/IICE_INST/b4_PfFz/b5_PbrtL/b6_OKctIF[108]:Q,
ident_coreinst/IICE_INST/b4_PfFz/b5_PbrtL/b6_OKctIF[108]:SD,
ident_coreinst/IICE_INST/b4_PfFz/b5_PbrtL/b6_OKctIF[108]:SLn,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_22/FF_32:EN,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_22/FF_32:IPENn,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_2/CFG_26:B,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_2/CFG_26:C,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_2/CFG_26:IPB,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_2/CFG_26:IPC,
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_cry[8]:A,
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_cry[8]:B,
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_cry[8]:C,
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_cry[8]:CC,
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_cry[8]:D,
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_cry[8]:P,
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_cry[8]:S,
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_cry[8]:UB,
CommsFPGA_top_0/MDIO_SLAVE_INST/Register11[14]:ADn,
CommsFPGA_top_0/MDIO_SLAVE_INST/Register11[14]:ALn,
CommsFPGA_top_0/MDIO_SLAVE_INST/Register11[14]:CLK,
CommsFPGA_top_0/MDIO_SLAVE_INST/Register11[14]:D,
CommsFPGA_top_0/MDIO_SLAVE_INST/Register11[14]:EN,
CommsFPGA_top_0/MDIO_SLAVE_INST/Register11[14]:LAT,
CommsFPGA_top_0/MDIO_SLAVE_INST/Register11[14]:Q,
CommsFPGA_top_0/MDIO_SLAVE_INST/Register11[14]:SD,
CommsFPGA_top_0/MDIO_SLAVE_INST/Register11[14]:SLn,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_124:A,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_124:B,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_124:C,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_124:IPA,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_124:IPB,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_5/FF_2:EN,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_4/FF_22:EN,
CommsFPGA_top_0/MANCHESTER_ENCODER_2_INST/JABBER_DETECT_inst/Jabber_cntr_lm_0[13]:A,
CommsFPGA_top_0/MANCHESTER_ENCODER_2_INST/JABBER_DETECT_inst/Jabber_cntr_lm_0[13]:B,
CommsFPGA_top_0/MANCHESTER_ENCODER_2_INST/JABBER_DETECT_inst/Jabber_cntr_lm_0[13]:C,
CommsFPGA_top_0/MANCHESTER_ENCODER_2_INST/JABBER_DETECT_inst/Jabber_cntr_lm_0[13]:Y,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/wptr_gray[5]:ADn,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/wptr_gray[5]:ALn,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/wptr_gray[5]:CLK,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/wptr_gray[5]:D,3687
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/wptr_gray[5]:EN,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/wptr_gray[5]:LAT,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/wptr_gray[5]:Q,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/wptr_gray[5]:SD,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/wptr_gray[5]:SLn,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b8_1LbcgKeq/b3_P_F_6_0_RNITJRQ1:A,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b8_1LbcgKeq/b3_P_F_6_0_RNITJRQ1:B,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b8_1LbcgKeq/b3_P_F_6_0_RNITJRQ1:C,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b8_1LbcgKeq/b3_P_F_6_0_RNITJRQ1:D,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b8_1LbcgKeq/b3_P_F_6_0_RNITJRQ1:Y,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/INTERRUPT_INST/SFD_TIMEOUT_INT_SYNC/DETECT_EDGE_PROC_un2_reset:A,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/INTERRUPT_INST/SFD_TIMEOUT_INT_SYNC/DETECT_EDGE_PROC_un2_reset:B,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/INTERRUPT_INST/SFD_TIMEOUT_INT_SYNC/DETECT_EDGE_PROC_un2_reset:Y,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_ADDR[0],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_ADDR[10],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_ADDR[11],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_ADDR[12],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_ADDR[13],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_ADDR[1],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_ADDR[2],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_ADDR[3],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_ADDR[4],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_ADDR[5],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_ADDR[6],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_ADDR[7],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_ADDR[8],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_ADDR[9],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_ARST_N,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_BLK[0],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_BLK[1],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_BLK[2],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_CLK,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_DIN[0],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_DIN[10],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_DIN[11],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_DIN[12],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_DIN[13],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_DIN[14],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_DIN[15],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_DIN[16],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_DIN[17],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_DIN[1],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_DIN[2],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_DIN[3],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_DIN[4],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_DIN[5],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_DIN[6],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_DIN[7],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_DIN[8],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_DIN[9],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_DOUT[0],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_DOUT[1],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_DOUT_ARST_N,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_DOUT_CLK,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_DOUT_EN,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_DOUT_LAT,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_DOUT_SRST_N,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_WEN[0],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_WEN[1],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_WIDTH[0],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_WIDTH[1],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_WIDTH[2],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:A_WMODE,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:B_ADDR[0],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:B_ADDR[10],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:B_ADDR[11],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:B_ADDR[12],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:B_ADDR[13],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:B_ADDR[1],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:B_ADDR[2],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:B_ADDR[3],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:B_ADDR[4],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:B_ADDR[5],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:B_ADDR[6],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:B_ADDR[7],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:B_ADDR[8],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:B_ADDR[9],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:B_ARST_N,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:B_BLK[0],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:B_BLK[1],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:B_BLK[2],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:B_CLK,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:B_DIN[0],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:B_DIN[10],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:B_DIN[11],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:B_DIN[12],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:B_DIN[13],
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_7/INST_RAM1K18_IP:B_DIN[14],
